Title	Link	Creator	Transcript	Status
5 Popular Exercises - MADE BETTER!	https://www.youtube.com/watch?v=59WTOLAmE3k	ATHLEAN - X	what athleanx.com today we about five incredibly popular exercises that I better by the end of this video and we popular we Bulgarian split squats pull-ups and yes even a tricep pushdown now let with the dip because I want to make an impact right off the bat you know what a dip looks like you them if not hundreds of thousands of them depending upon how long you spent in the gym the fact is we can make this exercise better when I say better it not gimmicky it better we know that we can work our chest in the dip but we can also do at the end of every single rep that not only will not take away from what you doing with your chest but will add to the effectiveness of the exercise is a dip plus so the dip plus you see what I do at the top of the rep and they don just hang out there or get ready to descend into my next rep but I established a longer contraction on the chest by holding at the top and then I lift up and tuck my pelvis up underneath me which instantly activates the ABS and serratus and we know that the serratus is going to tie in to the overall appearance of the chest as well so it a perfect complement to what you trying to do and all I little extra lift at the end of every single rep again not going to take away from the effectiveness of the exercise itself next up I mentioned the tricep pushdown and again we to make this exercise better I actually devoted an entire video to this before but it needs to be shown again because it use a cable for a tricep pushdown that the line of force is going to be in line with the direction of the cable and if we the triceps do that cable should stay perpendicular to your forearm for as long as you can in the exercise in the beginning of the exercise it is perpendicular to the the forearm but when you finish it actually winds up being a lot steeper and more parallel to the forearm so that worked with the triceps are doing in the peak contracted position on a regular push down it just not there but what we can do is Institute this rocking tricep pushdown and what this does is it maintains that perpendicularity of the line the the actual cable itself to your forearm throughout the entire range so you can see when I start the movement here it starts perpendicular to the forearm and as I rock back it allows the angle to stay as perpendicular as it get and you from doing this that your ability to hold the contraction of the tricep is challenged even more meaning you going to get more from doing this variation of the exercise remember it not compromising the integrity of the movement to make it unique it to the effectiveness of the movement that makes it more worthwhile next we this is one of my favorite movements you can do anyway it squat I like it because it leg movement it one limitation here it does require an additional balanced component that a lot of us may not have and if you to use this exercise to train for strength because you can because you basically loading pretty much 80% on that one front leg well we want to take the balance component out of it then in that case because we want to focus only on the strength overload and we could do that with the hand supported Bulgarian split squat so instead of just doing it freeform as I just showed you you just switched to a positioning here next to a rack next to something that you could actually just grab on to and hold on to it again not to pull myself up but just to stabilize my body so I balance component out of it next we hit the classic pull-up but you might be thinking how can you make the pull-up better well we can make the pull-up better because we can actually increase the stretch reflex that we get on the pull-up by just doing something that all of us can do on a single rep of a pull-up and that has just changed the positioning of our pelvis prior to the rep so we have a twisting pull up here and all you have to do is twist in one direction or the other and then pull in that same direction so if I twist towards the right as you see me doing here then what I getting a little added stretch reflex on the right side because as the pelvis turns back to the right and my arm stays in front of me we stretch on the lat on that side as soon as we do that take advantage of that stretch reflex and pull hard with the right arm to try to pull yourself up in that direction then we twist to the left and we do the same thing but now we pull towards the left arm and again this asymmetrical pulling here is actually more functional than we usually find ourselves in in some situation where we may even have to scale some kind of a wall we don up we one arm or the other depending upon the orientation of our body so I don argue that this is even a more functional version but the key again is we it we adding that additional stretch reflex that just does not exist in a regular pull-up and then finally this one is near and dear to me because I am someone that suffers from a lot of knee pain but when we do lunges we don abandon this exercise because knee pain is undercutting us once again because the lunge is a great exercise it definitely athletic movement for our lower body but there whenever we lunge forward anybody that has knee pain will know and be able to sympathize you might get a burning or stabbing pain in the front of your knee as you step forward and that because you force anteriorly right through that patellar tendon but what we can do is I reverse lunge is immense because what we same mechanics at the lower body but we directing it backwards away from the kneecap but we still want to be able to alternate and keep this movement going so instead of going back and just doing alternating reverse lunges we can turn it into a situation where we turn it into a combo exercise so that when I do come forward I switch legs and now I work on a sprinter lunge the value of the sprinter lunge is as you lean forward and tilt into that sort of Sprinter take-off position you loading the posterior chain you again taking the force off of that anterior knee eliminating the pain that you might feel but at the same time turn this into sort of an anterior posterior combo that straight lunge by itself so you to alternate back and forth again a more athletic version a better version and more importantly a safer version in the long run for your knees so there you have it guys there are five exercises that you are likely doing you should be doing lots of them but hopefully as of today you out of them because five little simple tweaks is all you need to make to make them even better guys it exercises and how you do them that gives you the differences that you see here with athlean-x and all of our training programs if you haven one of them yet head over to athleanx.com right now use our program selector link below this video to find the program that suited to you I put the science back in strength all these details matter because I know that there potential that you have not reached yet because you simply aren most out of everything you that my responsibility to make sure you do head over there and use one of our programs in the meantime if you found this video helpful leave your comments and thumbs up below let me know what else you want me to cover and I best to do that for you in the days and weeks ahead alright guys see you soon [Music] you	Success
The Best Home Back Exercise Ever! (MADE BETTER)	https://www.youtube.com/watch?v=pjkZUmzvb1M	ATHLEAN - X	What athleenex.com. Today we cover the absolute best home back exercise and how to make it better. Now, you probably can figure out what this is right off the bat. All you have to do is look up. The pull-up is no doubt the best home back has one of the best back exercises, period. But it something you can do at home if all you do is go out and invest in a pull-up bar. But there Most guys will train the exercise only within the rep range that they to do. So maybe you two or three. That want to try to get stronger. Or worse, maybe you or 20 or more and all you do is ever train to failure in those ranges. You guys know that I believe training to failure is important, but sticking in the same rep range all the time, as we to cut it. So, you have to have a way to load the exercise in a way that you can make it more difficult. Now, remember, loading doesn additional weight. You can load with more resistance. And what we do is utilize the setup that I you right here. Here, I bands to the busters of a stairway. Now, it just so happens that I have these two bands in close proximity here to my pull-up bar. You could do this by pulling a piece of furniture over closer to your pull-up bar by taking a couple dumbbells. If you happen to have some heavier dumbbells at your house in your home workout setup, put them there. Guys, I can for you how you Just figure out a place to anchor these bands. Like I said, it could be a simple piece of furniture, but you take them and what them back low and behind you. With them low and behind you, put one band over one shoulder. You put another band over the other shoulder. So now I resistance here back and down. Now what our pull-up, we have to a pull ourselves closer to the bar. So we midback to work a little bit more than we traditionally would. And then of course we have that down uh anchor point that We got to be able to overpower and come up. So we get ourselves in position. We pull up. We close to the bar and up. Close and up. So again, normally I can crank out uh over 20 25 pull-ups in a shot. Not if I do it like that. But that here. We overload in a lower rep range to get the benefits. You don when you thing we can do is take one of the bands. Like I said, for the guys that on the lower end of this that can enough pull-ups, just anchor one over the uh the bar. You then step into the band and then you come up and now you doing assisted pull-ups. So, if pull-ups are always difficult for you, now they become much easier because you unwinded your body. So guys, when you training at home, you might have a few challenges that the guy at the gym doesn you can of fact, with our athlete zero program, you don this. You need absolutely nothing. And I can still get you the greatest workout that you could do in the comfort of your own home. And we will help you to build muscle by doing them. Guys, no excuses. Use these uh two methods here and adjust accordingly. And if you that complete program that you can do, no bars, no bands, no bench, no bull, athleenzero is at athletex.com. Meanwhile, guys, if you found this video helpful, make sure you leave your comments and thumbs up below. We back here again in just another couple days with another video.	Success
Lat Pulldown Lowdown (WHICH WAY IS BEST?)	https://www.youtube.com/watch?v=paIQfKZ4xC4	ATHLEAN - X	what another athl Express video for you today we down you go into any gym you doing this exercise so many different ways but there there can do to make the exercise look and feel different first of all we have a lot of different options you see I can do this exercise with a rope and a really narrow grip or I can do this exercise with a straight bar like I showing you here or I can even do this exercise with separately controlled dual handles like I show you here but that not all I can also change the direction of where I pull these things I can pull them behind my head as I here or I can pull them in front of my body or I can pull them through my body as I show you here right in line with my ears lastly the angle of my body can be different I can be pulling this thing with my body upright or I could be pulling whatever implement it is with my body lean back or even in some cases guys will move forward to back during each and every rep the thing is which one is right well that this video and I want to make sure I cover that here for you so you can identify it specifically for you the next time you do it okay let showing one thing we don we can eliminate one of the options and that guys is the behind the neck version I about the behind the neck shoulder press the troubl in position that that type of exercise puts your shoulder joint in remember we have a scapular plane which is a little bit in front of our body that our arms like to be elevated in whether they they in this joint and they same way we want to try to get those uh those arms in that position so putting our arms way back behind our head to do a lat pull down is directly going against what we same thing as I said that applies to the behind neck shoulder press so first of all get rid of that option that makes things a little bit easier what are we have the version in front of our body or the version through our body and that is determined by what is your goal you see when you are more upright your lats are more in advantageous position to do the work okay your lats are going to want to pull down adduct bring your elbows down into your body if we want to get more of the upper and midback you can see as I show you here the upper traps the rhomboids the lower traps all the are actually doing more work when I start leaning my body backwards it almost like a reverse incline bench if you thought about with the incline bench works it obviously works right here about this level of mus of muscle here on our upper body well when we start to do the exact opposite like we are with the uh a LP pull down done that way then we the other side around the same level so we want to make sure that if we trying to Target the midback you do it with a little bit more of a lean back position but if if you lat size and definition guys then you need to be more upright so that brings us to the third part of the equation here and that using or what attachment should you be using for me again if you lat development you need one that allows you to stay upright and therefore pull down and through the head so as I show you here I head only optimally with the Dual handle attachments because I can actually pull them right in line with my ears and keep them right down the midline of my body something I with a bar unless I have one of those special bars that has the bend over the top of my head you probably won that in most commercial gyms if we trying to work again midback it to use either the Dual handles or a rope or the straight bar attachment because it really doesn going to fall in front of your body and all three of those will work just as well as the others so there you have it guys we don exercises are we tell you why you should be doing them and what the reason should be for you to make that decision that what athletex is about it putting signs back behind the strength so you guys have a different appreciation understanding for what it is when you get a complete program that trains you and shows you exactly what you should be doing and why then head to athletex docomo and grab our 90day training program in the meantime guys if you found this video helpful make sure you leave a thumbs up and if you want to see me break down more of these exercises in this way then let me know what is it you happy to do that in a future video all right guys I meantime I	Success
8 Best Exercises for the Zombie Apocalypse (BE READY!)	https://www.youtube.com/watch?v=1i3bU5zV8sI	ATHLEAN - X	[Music] what Halloween and we kind of you see if the zombie apocalypse came would you be able to survive it or would you wind up looking like him I going to show you today the eight best exercises that you need to know you need to be able to do if you avoid this fate and instead survive it by training like an athlete let over from top to bottom okay so first off if you want to avoid being zombie bait you to run there don for long distances I want you to be able to run with some athleticism to it as well so we do s runs and an srun is exactly what it sounds like you have to be able to run fast but at the same time move your body in space be a little bit more athletic make an S back and forth as you run you do these 10 times as fast as you can and you this zombie apocalypse workout next up we can to be able to out quii the zombies right our feet have to be fast we have to have agility and we can actually do this in a small area of space with our agility line drill we along the same line changing the maneuver that we do each time down the path or each time down the line you can see we and shuffles back in the opposite direction then we can back pedal back the same line and of course we can drop our hips Get Low nice and athletic and swiv those suckers so we can do a karaa right and a karaa left back down change up the combination you and down and again you some good quick foot agility work to be able to outrun these guys and out quii them next up we team athleen right so if you your buddy and he falls down don selfish bastard pick him up and help him we need to have the ability to do a shoulder carry if we to help so what we do is we take a heavy dumbbell we our shoulder and we you you carry it as far as you can you carry 30 steps if you have the ability to do so even if you can access of space and just walk in place then when you get there Drop it Down clean it back up to the opposite shoulder and do it again for 30 steps try to do this three or four rounds without having to put the dumbbell down and you friends against being eaten alive by those zombies so you got to be able to run and you got to be able to be a good friend but you also better be able to jump and you being able to jump on something but sometimes you have to be able to jump over something so do this incredible box jump and over combination start by jumping up onto the Box land on the opposite side turn right around and then jump over the box if you on a bench obviously it than having to clear a whole box but whatever it is find a surface that you can jump on and then jump over and you being able to teach your body the ability to be explosive when you need it the most next up part of being able to stay alive is being able to not be heard in the first place try to keep yourself under the radar and I mean literally under the radar by doing the creeping lunge I variation of a lunge is going to put your legs under more time under tension requiring you to stay low try not to elevate your head very much as you perform each alternate step you see the idea here is to stay low stay quiet don you fate here in the zombie apocalypse okay let suckers running around you may not be able to outrun all of them so you better have some weapons in Your Arsenal to be able to deal with them if they close from you the first you better be able to climb and I climb up and over something out of sight we need to be able to do pull-ups and not just regular pull-ups but pull-ups with any single grip because you don know what grip is going to be awaiting you at the top of that ledge so I want you to do mixed grip pull-up medley here so start with both hands overand and do a regular pull-up switch one hand underand now you one side do another pull-up now switch the other hand underhand now you looking at an underhand now a chin up now switch that hand over now you looking at the opposite mixed grip continue to rotate through these as many times as you can until you reach failure so you can build up the strength to be able to climb and scale away from whatever is awaiting you down below oh [\\xa0__\\xa0] okay so now they grabbed your leg cuz you couldn they pulled you down and now you on the ground face to face what do you do you better start swinging my friend you better be able to do so with some power so we have our wood Chopper swings and this is a great core exercise rotational core exercise for developing the strength from your toes all the way to your fingertips and being able to be worth a damn when it counts so start here rotate to one side explosively if you anchor this band or this cable higher up you not just come across your body but to come across and down thus the wood Chopper if you don you can only swing across hell do what you can just start working on your ability to develop powerful rotational strength okay so uh the climbing away from didn swing fast enough the engine Ed you now you last shot my friend you better be able to drag your body away from them or its curtains so what we dead man push-ups with the dead man push-ups you away every time you crawl those feet will stay close together and not active they push through them anymore you to crawl forward one step at a time and do a pushup crawl another step do a push-up drag your legs all the way behind you and try to keep going as far as you can until you reach failure if you fail I I I don the fact of the matter is that you gave you your best try and that all about here guys and if you notice the the the similarities here what I got you doing here all kidding aside Halloween aside you athlete you and getting stronger at them you got to be able to run you got to be able to jump you got to have strength you got to be able to maneuver out of any position you got to be able to move in three dimensions this is what training like an athlete anything maybe the zombie apocalypse who the hell knows but preparing you for the game of of Life at the very least if you that head to athletes.com right now start training like an athlete start seeing the differences and start seeing what it looks like when you start training like an athlete all right guys we days in the meantime if you like this video leave your comments and thumbs up below and let me know what it is else that you channel I days and weeks ahead all right guys don come back next week see [Music] you	Success
ACL Tears (REHAB TIPS AND BEST EXERCISE!)	https://www.youtube.com/watch?v=BaACJok0T48	ATHLEAN - X	what athleanx.com today we all about ACL injuries in a continuing effort to bring you guys a little bit inside of my life and what best friend here Charlie he had an ACL tear he I knee why this happens what you can do about it and most importantly what you might be able to do soon after it happens to you to help speed up your recovery like we with Charlie all right guys so my best workout lately has been carrying this guy around all 80 lbs of him because he tore his ACL I know how debilitating this injury can be especially if you there but don company CU it got this going on it popular injuries that you can possibly get orthopedic Al so learning how to deal with it especially if you watching this having dealt with this injury in the past is going to be helpful all right so Charlie going put you down for one second big boy he already falling asleep in my hands the most important thing about our knee is it single step we take if you you got a lot more than just steps you cuts and you have to be agile you have to be able to push and change direction well a lot of times the ligaments that run inside of our knee are are the only support we have against those forces that are caused by the change of Direction and unfortunately sometimes the forces are greater than the strength of our ligaments and we have issues so first of all I want to show you guys what the ACL does so you can get a better understanding of it because the thing that always amazed me was there are no mistakes when it comes to our anatomy everything is placed exactly where it should be for an exact reason because it serves a very specific function so if you want to look at your your knee and as you will with this rubber band here this is going to be the top part of your uh of your knee joint your femur and this is going to be the bottom part of your knee the tibia if you were to put a rubber band over your thumb okay and then make a fist and then from here wrap it around your index finger of your tibia when I then put them together we runs from the back side of the T of the femur okay behind our knee in the upper part of our leg and it runs and attaches across to the inside front of the tibia so what happens is we know first of all if I try to pull the uh tibia forward on the upper bone in our thigh the femur it doesn resistance there the ACL is trying to prevent that from happening it also will prevent this is one of the things that people don rotation of the knee so if the foot is planted and the leg turns out to the side right you want to change direction plant your foot and then turn to the right to push off that way you internal rotation down the knee and you can see that there band if I were to try to externally rotate my leg right there tension on the ACL so understanding the placement of the ACL in the knee will tell us everything about its function and what we need to worry about so what happens when this ligament that runs again from Back to Front tears well we don some of you guys out there can imagine we also get damage to the medoc collateral ligament that usually winds up getting torn to in a very severe ACL injury and we get damage to the meniscus that sit on top of the tibia here because once we lose that control of internal rotation we get a grinding of the two bones together that to basically grind and tear the surface and my friend Charlie he actually had a miniscus tear as well that had to be repaired so the most important thing that you can do when you have an ACL injury is to control the inflammation right now with Charlie we anything but trying to keep him limited on his walks make sure that what he does is just enough to be outside and get some weight bearing cuz we know that early weight bearing is definitely going to be useful and more uh able to accelerate your recovery than some of the older approaches that casted you and didn restricted your motion we want to get some weight bearing but you definitely going to want to make sure that you inflammation because the worst thing about inflammation is it shuts down the whole operation as soon as your body senses out uh inflammation even in the knee in cases of uh just interarticular uh fluid right we can get that from time to time water on the knee you function of the muscles around it most importantly the quadriceps once the quadricep stops to function you don really have the a good ability to straighten your knee and when you lose that you can actually start to develop scar tissue and have your knee shortened in a contractive position and if you don whole other issue in and of itself but first and foremost you got to control the inflammation so once we do that and we start to progress ourselves to work on the range of motion we able ble to get full knee extension first then start worrying about the flexion in our knee second all right Remember full knee extension first then start worrying about that you can work on full knee extension by literally pushing down on your leg trying to get it to straighten out but really what you guys watch our channel for is strength and conditioning and what are we really doing strengthwise to help with this ACL to hope hopefully make it come back stronger and faster well we want to make sure that we exercises versus open chain exercise you guys have heard me talk badly about the knee uh knee extension a lot and I feel for good reason in a case here for for the ACL there on that that the sharing Force placed on the tibia in a knee extension that we just don plus I always feel like you want to strengthen yourself in the a position that you likely got hurt in and that was likely with your feet on the ground okay 70% of the as injuries come from a non-con injury it cutting and your feet on the ground we want to be able to strengthen that knee with the foot back in the condition it was when it got hurt to try to hopefully prevent that from recurring so well I going to have you doing squats and I think the best version of a squat that you can do is going to be a front squat because if we can put that center of gravity a little bit in front of our body by bringing that weight in front of us and having a more upright stance as opposed to a back squat where we going to be sitting our hips backwards more you perceived stress by the ACL in that position which will allow you to load up quicker strengthen your quads and return to action faster with a stronger more functional leg than you might if you focusing on back squat so if you haven T your ACL I hope you never do we actually have a video on testing your intrinsic knee strength to see how well you might be fortified against a possible knee injury or ACL tear you going to want to watch that video I post it here as well so there you have it guys the ACL what it is how it functions what you have to do if you hurt yours and that you most of all it so you want to make sure you don in the first place guys if you want to look like an athlete you got to train like an athlete doing that in my book means training safely and P pushing yourself to the limits but do it in a way that allowing your body to become a bigger stronger version of yourself while also fortifying it against these types of injuries if you haven head to athletex docomo faster more Rift but at the same time let me as a physical therapist guide you so that you can become a more functionally strong version of yourself as well all right guys give TR a little bit of love he real soon in the meantime I one hell of a bicep workout holding this guy up and carrying him wherever he needs to be but he I here in just a couple days whatever you guys like to see leave it down in the comments below and I you see you guys	Success
Pre-Workout Ingredient Showdown (WHICH WORKS BEST?)	https://www.youtube.com/watch?v=VOgJIuu0qJs	ATHLEAN - X	[Music] what so what should be in your pre-workout allinine or citranet I answer that question for you here in a very simple way today I to get simple even though we have some complex things that happen inside of our bodies that if we can make it simple and understandable then it can actually grasp and gives you a better understanding when you approach supplementation so line let there why do people take it in the first place well the argument is that we were trying to increase nitric oxide and nitric oxide is a vasod dil has a vasod dilating effect in our bodies which will increase the muscle pump and that people will rely on these types of uh ingredients in a pre-workout so we get nitric oxide from here and we get citrine and we do that with an enzyme that have is the citrine can actually be converted back by another enzyme back to allinine this all looks so great but the problem is this is what our bloodstream when the all arginine is in our bloodstream this is what on but guess what we got to get it into the damn bloodstream to start and that the problem because unless we this via intravenously which I hope you hard time getting this to the bloodstream because it has to go through our digestive tract and when it does it goes down a different path it goes down this other path that enters the ARA cycle so here the allinine gets broken down into ornithine which is a amino acid my handwriting sucks I know that and it also gets broken down into Ura which is a waste product the ornithine can actually be converted back into citrine and the citrine can be converted into allinine again but you can see that this isn nitric oxide so what happens is when you take allinine by mouth in a supplement you it matter of fact you studies will show about 30% of what you even if you 10 gram of allinine you winding up with about three grams of it so that matter of fact there was another study that showed guys that have high cholesterol were only maybe retaining up to 1% % 99% wasting of this taken this way so what we kind of counterintuitive what we would think is that the better way to get here is to actually start with the citrine which will convert to L Arginine whether this way or this way which then will become nitric oxide but the thing and the advantage that the citrine has is that it actually bypasses the same metabolic pathway that the allinine kind of got ruined by so it bypasses the digestive tract it bypasses the liver in this way it actually gets to the bloodstream and can have this effect in a much more uh in a much more effective way you 300% increase some studies will show the numbers are all over the place the idea is this guys you of a lot more retained from the citrine to get to the nitric oxide than you would otherwise so the the it doesn even really end there because we talking about citrine here in supplementing with citrine mallate so I haven mallate part and all that is is citrine itself is just a free form when you Bond it to malic acid in its malate form then what we get is citrine malate and what the malic acid does it actually provides a second benefit this benefit is that it feeds something called the kreb cycle and the kreb cycle just think of it this way it energy for your cells especially for your muscular contraction the kreb cycle will produce ATP ATP we know is another good thing to help with creatin so if you more important to be taking cine mate so you effect but you endurance effect as well so you getting more energy more prolonged energy from taking citrine malate versus a plain citrine but clearly in terms of the choice between allinine or citrine malate the citrine is going to win out hands down in the CIT malet of course even more so so lastly I with this two things one on dosing and one on sort why were we even doing this in the first place the idea behind the muscle pump it guys the muscle pump is actually the nitri oxide itself is creating a vasil dilation it that kind of surround our arterial walls to to loosen a little bit so that you get a a larger vessel that will allow more blood to flow through that will go to your working muscles and help you to train at a higher or harder level the idea is also the fact that in your blood since is composed predominantly of water you those muscles as well so that the main benefits it pumped but it nutrients and more water to those working muscles about dosing I this no matter what you better make sure your dosing is proper because what say we science back in supplementation here at athl X I could take an aspirin for a headache that doesn going to work if I take 1/8 of a tablet of aspirin we know that aspirin will work but an eighth of a tablet is not going to do a damn thing if you to benefit from supplementation you better make sure you right dosing the dosing that by research you better be looking for about six to eight gram of citrine mate if you want that dose looking for one gram two grams is not going to give you the effect and the benefits that you looking for from taking C melee in the first place so I hope this cleared up the confusion or any any sort of idea you might have had about the difference between the two some guys don know anything about them before watching this video but now I hope you do if you are looking for supplements that put the science back into supplementation guys I say it all the time here at athl next I try to back up what we do and not just sit here and talk but educate you as to why because I think the more informed you are the better you terms of making the right decision for you our supplements are over at are over at athl rx.com in the meantime if you found this video helpful leave your comments and and thumbs up below and let me know what other things can I cover for you here in these supplement breakdowns what other things that confuse you what would you like me to talk about I that in the days and weeks ahead all right guys I soon here	Success
Kickstand Squats - Best Squat Variation? (YOU DECIDE)	https://www.youtube.com/watch?v=0ntdqhGtJ2I	ATHLEAN - X	could your leg training use a little kick in the ass I today how the kickstand variation of the squat could be exactly what you [Music] need what aex.com yes Jeff Cavalier I know you may not recognize me fully clothed here but I going to stop me though from giving you guys the workout that I want to get you each and every week so that being said today we in the open the kickstand Squat and what it following me for any length of time will know how important I believe single leg training is when it comes to getting results not just results in terms of leg size and leg strength but functional leg size and functional leg strength right we always talk about Athletics and a good portion of the time you are competing or doing anything athletic you always find that it important to work that type of training into your workouts you know no matter what you guys are extremely humbled by what happens to the weight that they can lift when they do single leg exercises so whether you squat I other videos before other techniques you do have to drop the weight well A variation we program that includes no weight at all and no no uh no equipment at all is sort of an assisted version of a squat but if you want to get back into the gym and lift a lot of weight and still get the benefits of single leg training you do a kickstand variation of the squat so what it looks like is basically you stack up a couple plates here I I got 235s about two or three 3 4 in off the ground I is in a second he put one foot up on top the other leg is going to basically act as a kickstand okay so it but it start up on your toe okay and you just going to come straight down as you normally would I got all my weight distributed right here on the left leg how do you test that you should be able to pick this foot up off the ground if you can ground that weight on it okay now I can okay so what we do is we get ourselves back over here weight centered around that left leg in this case kickstand down here the reason for the plate is so that when I go down I don to involve too much knee Bend here if I was doing it straight on the floor those extra few inches on that back leg would come into play but not up here on the two plates so they down little kickstand going on the right side but all the work being done by the left straight down I can maintain good me mechanics okay again I that the the the talk about knee going over the toe that up that leg if you don leg over there and all the weight is over here it becomes far less of a concern okay the patellar tendon is at far less uh risk mechanically at that point if you weight down into it so even there though I again straight down kickstand come up out of it it to work on that all important single leg strength without having to cut your weights down dramatically like exercises like the Bulgarian split squat so you can still feel big and mean when you doing your leg training but you can still get the benefits that you need to to look like an athlete and function one I going all right guys if you haven already you want to start looking like an athlete Now is over it well ahead of the New Year head to aex.com right now and grab your 90-day training program in the meantime I going to go try to get better uh more workouts will come though next week as always regular schedule I don they have to roll me out of bed all right guys leave your comments down below and a thumbs up and I back here in a few [Music] days [Music] he	Success
The BEST Total Body Exercise (You're NOT Doing!)	https://www.youtube.com/watch?v=LjdF3nzBwek	ATHLEAN - X	with the hips literally and figuratively at the center of everything we do it goes without saying today most important one that you is going to involve the hips let me show you what I mean [Music] today what athleen x.com the most important exercise that you going to show you here today now what got me to thinking about this and the reason why I thought it was worth a video to instruct and show you this was the uh video I did over the weekend which was the top 10 biggest workout fails and one of the ones we covered in there was the rpdl which I call it right and I showed you the importance of the the hip hinge right when we hinge our hips we can hinge straight down like that here or we can hinge with a backward uh movement of the hips as well that much so that I thought why don you how to actually train that and how much of a carryover that actually has and we do that with our bands now if you guys don you can find them over at our website in our training bands uh section but basically they resistance bands enough to resist your own body weight and we already have one hooked around something sturdy okay this is around a swift machine it could be around a squat rack something that going to move now I demonstrate with two bands if you just starting out and you use this act this exercise as an activator right a glute activator and you you strengthener you bands all right so basically we just take it around put it right inside of itself like that and it around now we take both of them and we this put them around our hips and then kneel on something that knees so basically the importance here guys is two things number one you want to feel what it hip with the backward movement of the hips like I showed you in that second demonstration so think about it when you going to do an RDL when you do anything even a bent over row you shouldn from the hips which is what a lot of guys will do especially with the bent row with a bent row you want to get that forward with the with the trunk but backwards with the hips that will set up that arch in your low back right here that you need for a bent row if we go into a squat right it should feel as if the first move is down and back so when I resist against this band here if I let it go it down okay same thing for the RDL it going to pull me back and down that the perfect position so number one it going to teach you what it first hip hinge backwards as opposed to all in the forward Direction it to protect your back as we talked about in that other video the second and most important thing here is glute activation that and I here after I let it go the exercise is contract the glutes to squeeze your hips forward and again with two of these bands on here that wanting to pull me back down here right right so we get up up tall we to let it drop back and then squeeze forward all through the glutes Let It Drop back squeeze forward all through the glutes you got to hold it again this is a great activator right for the guys that have glute Amnesia which we talk about all the time underactive glutes lead to a whole mess of biomechanical issues between how the hips function from our feet up through our hips to our arms so if you have bad me mechanics right here in the center guys you going to have bad mechanics overall and it could lead you to get injured through any of your exercises upper or lower body so again let it drop down and then pull through again Contracting with the glutes if you look at it from the side you just letting the band take me down and then as I come up I through the glutes against the resistance of this band you want to make it a little bit more applicable to what you dumbbells just to feel it put the dumbbells up here put a bar up here an empty bar feel what it into the squat the right way come up and out of it squeezing through the glutes take your dumbbells RDL let them come straight down to the mat in front of you okay squeeze through and drive the hips through so barbell row again come down in here feel it like that okay what the feeling is like and then of course just the exercise itself will drive you back through and use your glutes finally guys what I wanted to show you is when you translate this to an exercise like a step up if I come up here and I put my foot up on my Surface to do my Ben step up or whatever I move the move is up and then drive through the hip everything we do guys functionally in the weight room once you the athletic position we call it the breakdown position is here right hips back you don position like this because what will happen is they their center of gravity is all forward as soon as someone hits them here they center of gravity is back and my hands are out that but if you don never going to ingrain it and that important thing here guys engrain this movement use this to wake your ass up like I say wake your glutes up as an activator with one band or if you want to incorporate it as a strength training exercise then start doing it with two guys we train athletes here but they all don okay a lot of you guys that are out there watching just compete in everyday life right wanting to get better at what you do want them to feel better at what you you know how you feel today that what it the core of it all it principles of training like an athlete that you then apply to your everyday life and it has a long-term effect on how much better you stronger you athlet next.com and that our 90-day training program so if you haven over there right now and grab it I see you guys back here in just a few days in the meantime let me know if you find this helpful try it out I you feels like to actually get those glutes going all right guys be back here in a few days a [Music]	Success
