Title	Link	Creator	Transcript	Status
The Best Ear Pain Remedy Â Dr. Berg	https://www.youtube.com/watch?v=bEEgMvsShLY	Dr. Eric Berg DC	[Music] hi guys I gonna talk about the best natural remedy for an ear infection okay so here vertigo that congestion headache ear pain ear popping ringing the ears you know you can have an ear infection it children and I because here you have the ear the external ear and then you have a little space that kind of goes in that hole that goes into the inner ear right here and this is where the infection occurs right there now you have this little drainage tube called the estación tube that should drain in the back of the throat and that stationed tube is to drain mucus and also to equalize pressure if you been a an airplane and it going down like your ears are in pain and you have this severe pain in your head and if that ever happens what you need to do is you need to you can push pull your ears outward this way this directly out open the mouth and it should drain or chew some gum or something like that but in a child the reason why they have more problems is that the tube is not as vertical and that horizontal so it backs up especially if the child consumes sugar or milk those two in combination just our breeding ground for microbes especially around Halloween okay but you have this situation where you have all this mucus it fills up with pus and infection causes pain normally this little tube here though is collapse and it opens when you swallow but what happens it stops draining it backs up to the inner ear and it creates a lot of issues so the best natural remedy is garlic oil you take a drop of oil and you put it into the ear and let it go in there so you want to dilute one drop of garlic oil and a teaspoon of olive oil okay then take a drop of that and put it in the infant child let years old you can just take one drop of garlic oil and put it in the ear and that should be pretty much kill any microbes that are going in there naturally so it very friendly on your own microbes in your own body but it pathogenic microbes yeast fungus things like that now if your dog is scratching the ear there could be also an infection same thing drop of garlic oil in the ear gets rid of it really fast okay go ahead and try this and let me know how it works if you want to find out more about your body type click the link below and take the quiz	Success
Endometriosis: Causes, Symptoms & Link With Iodine Â Dr. Berg	https://www.youtube.com/watch?v=yINSNtpCX2Q	Dr. Eric Berg DC	hi it we called endometriosis okay what is this it body where you have extra tissue that growing outside the uterus or on the fallopian tubes around the ovaries it causing pain inflammation infertility all sorts of problems with the menstrual cycle now if you type this up and try to find the cause it unknown cause but the the female reproductive tissue is very highly sensitive to hormones specifically estrogen this is an estrogen dominant problem it everything that you do needs to be in the area of lowering the estrogen naturally there to recommend number one your diet must be organic both in the area of meats and cheeses as well as vegetables why because the chemicals that they spray on the vegetables the stuff that they feed the animals has GMO and they have pesticides insecticides and all that stuff mimics estrogen okay the other thing this is a side note you definitely want to cut down the sugars too because sugar can greatly exaggerate the production of estrogen number two cruciferous vegetables why because the cruciferous vegetables like kale and broccoli and Brussels sprouts and bok choy all are anti osteogenic they they don what they do is they lower the bad and they increase the good so they help balance estrogen so there concentrated type of cruciferous called dim you can look do some research into that number three iodine this is very very important I like to recommend this source of iodine from sea kelp a really good organic sea kelp you want it from a clean ocean but iodine decreases estrogen in the receptor cells so it dominance it the ovary fibrocystic breast menstrual cycle estrogen dominance so this one really really key and sometimes you have to increase it a little bit more that than what so the only time you wouldn iodine is if you have a hyper thyroid condition okay other than that you can take it make sure it because it tends to wake you up and it gives you energy and you don have that affect your sleep all right go ahead and apply these three things and let me know how you do thanks for watching hey if you finding out the underlying cause of your body issues click the link below and take the evaluation quiz	Success
Use Thyme Oil & Intermittent Fasting for Candida Â Dr. Berg	https://www.youtube.com/watch?v=GLC4zC8SjOU	Dr. Eric Berg DC	hi guys in this video we about a very powerful oil called thyme oil thymus vulgaris for Candida ok now here are the Candida symptoms you have fatigue you have memory issues brain fog you neurological issues you can muscle aches a lot of bloating abdominal pain constipation vaginal itching PMS anxiety mood disorders and all the blood sugar disorders that I talked about for insulin resistance rectal itching nasal itching loss of voice white tongue headache and there these are all the symptoms so if you have these symptoms and you have Candida you might want to use this oil because it powerful thing to destroy funguses and yeast and Candida in the body without harming the friendly fungus or the friendly yeast and it for bladder infections now if you have Candida you must do in a minute fasting because intermittent fasting stimulates at otha G in etapa G cleans up old fungus yeast viruses and Candida out of the cell okay and then make sure you cut down your sugars and do a healthy keto plan because that alone will starve off the candida and your blood sugar symptoms will go away alright thanks for watching	Success
The 4 Causes of Feeling Too Cold Â Dr. Berg	https://www.youtube.com/watch?v=JZzoSGiyWUg	Dr. Eric Berg DC	hi guys in this video we talk about the four main causes of what could make your body feel cold whether it body so the number one is slow thyroid an underactive thyroid that can be as a Hashimoto autoimmune or just a slow thyroid gland because the thyroid hormones control the speed of your metabolism the rate of how fast that machine is burning fuel okay so if it there thyroid it could be high levels of estrogen okay that get pregnant or they have a baby they spiked estrogen all of a sudden they end up with a thyroid problem or it could be they pills or hormone replacement therapy or they that alone can cause a thyroid condition or it could be your liver or your gallbladder if you gallbladder or you have a sluggish gallbladder or a liver problem that can prevent the conversion of t4 to t3 so you got to look at what number two low blood Sugar called hypoglycemia very easy to fix the way to fix it is not to consume six meals a day or eat sugar when your your blood Sugar below of exactly what you should eat to correct this but that will bring up the temperature number three low iron that could be because you you have a heavy period and you losing blood and you that way because you dominant it could also be low stomach acids where you need to increase the acids in your stomach to pull this mineral back in your body because in order to absorb iron you need a very acidic stomach okay ALP cider vinegar is really good but taine how to chloride is really good as well and it also could be that you products deliver a certain type of iron that builds up the hemoglobin and yet even though there it it could be low vitamin b1 or low vitamin b12 okay this could be a source of a neem a different type of anemia but B 1 and B 12 deficiencies can be created by consuming too much alcohol okay that consuming too much sugar or experiencing too much stress or certain medications could do it as well or it could come from having anorexia or bulimia so here are some things to look at if you cold to potentially help you thanks for watching hey thank you so much for watching keep spreading the word and share this video	Success
Best Treatment For Spider Veins & Chronic Venous Insufficiency Â Dr. Berg	https://www.youtube.com/watch?v=BLphgWNLSxU	Dr. Eric Berg DC	hey I had another question from someone that wanted to know what remedy for spider veins okay hands down horse chestnut is the absolute best remedy for spider veins and chronic venous insufficiency now what is that basically the veins or the venous system returns the blood flow to the heart okay the arteries carry it out to the tips of the fingers and then the veins bring it back so chronic venous insufficiency is a lack of blood flow back so you can have varicose veins you can have all sorts of problems with the lower extremity that like the ankles retaining fluid altered pigmentation so you see this a lot with diabetics where the lower leg has this darker color well that comes from this because the circulation is not there and the main element in horse chestnut which creates this effect is called iesson this vital nutrient helps in the permeability of the inner lining of the veins and even the arteries to absorb more nutrients so it circulation all right so people want to know what brand do I recommend what is the dosage you research I what remedy and then you can take it from that point on thanks for watching hi guys listen I want to thank you so much for your wonderful comments and I want to ask you if you wouldn giving me your review on Google I put a link down below I and thank you in advance	Success
#1 Cause & Treatment for Erectile Dysfunction Without Drugs Â Dr.Berg	https://www.youtube.com/watch?v=wrrqw0rs5ok	Dr. Eric Berg DC	hi guys in this video we about how to cure erectile dysfunction okay now if you look this up you a whole bunch of confusing articles and research they say it caused by heart disease high cholesterol high blood pressure diabetes obesity metabolic syndrome which is basically these right here and kidney disease okay that causing it but if we look behind these problems there these are symptoms of insulin resistance which is a pre-diabetic situation and that not even show up in your blood Sugar but it definitely will show up if you do a fasting insulin test high levels of the insulin destroy the lining of the arteries it targets something called the endothelial layer of your vascular system and then comes the cascade of other issues relating to heart disease and blood pressure and all sorts of things but it first starts as a dysfunction of the circulation okay and that is why there taking testosterone because taking testosterone doesn some resistance it might help you temporarily but unless you get this corrected you can okay so how do you do it get on a ketogenic diet do intermittent fasting cut out the alcohol the smoking now as far as medication certain medications will cause this condition too so you have to get with your doctor and work out a plan to come off the medications as you get healthy cleaning up your diet okay lowering cortisol that you can to get more sleep go for long walks but you just definitely need to lower the cortisol and avoid high fructose corn syrup okay it foods that causes insulin resistance big-time but even more than that soy oil also will cause insulin resistance so start reading the labels avoid soy oil at all cost and start doing like olive oil and other types of oils right so I have a lot more videos on how to do ketosis in a minute fasting I put some links down below check it out hey if you haven press the button below and I will keep you in the know hey that runs	Success
How To Get Rid Of Wrinkles? Â Dr. Berg? on Collagen Peptides	https://www.youtube.com/watch?v=SBRqSUEbndo	Dr. Eric Berg DC	hey guys in this video we about how to unwrinkle your wrinkles okay so there fixing it from the outside and using creams and lotions and rubbing in your face and trying to get rid of wrinkles the other concept is from the inside out where you come from within and then come out and I like this approach a lot better than trying to use some external thing that you the anti-wrinkle creams use something called retinol that is a synthetic vitamin A ok so vitamin A is really important with the skin especially for acne scarring and just really beautiful skin some of the dry skin problems that you see out there are it person is dehydrated it missing certain healthy fats so if we go over here and talk about what fats that would be good that would provide by them an a egg yolks are at the top the list okay so you don egg whites you want the hoax especially butter grass-fed butter very important cod liver oil virgin cod liver oil would be a really good vitamin A and vitamin D complex to help get those essential nutrients these are fat soluble nutrients I would also consume the vitamin A in vegetables but just realize when you do that you and they vitamin A is carotenoids active vitamin A is retinol however there benefits of consuming the pre vitamin A complexes and additional phytonutrients to help your skin protective factors great for growing healthy skin and one of the things like to do is mix these two together I don because it tends to increase oxalates and it can lead to stones but kale and parsley are awesome to mix together where you could blend those in a shake put some blueberries fill it up with water and consume that as your final nutrients that would really help your skin and I would recommend collagen peptides as your raw material to build healthy skin I use a brand called Vita protein which is grass-fed pasture raised from Brazil high quality stuff now on the flip side you also want to avoid things okay so you avoiding certain things a couple things that will really destroy your skin is high levels of insulin so you have to lower that if you have a pre-diabetic situation or you have insulin resistance which most people do you can in the body you can so that is a problem especially with aging skin so just by fixing this alone your skin will really be youthful and the way to do it is by cutting up the sugar do the keto and especially the intermittent fasting and you watching my videos you know why because in termina fasting will stimulate something called a tapa g which is a recycling effect of yourself clearing out the old damaged parts renewing the cells renewing the skin just that alone will give you a really nice layer of skin okay so you want an intimate fasting cut the sugar out do keto and also reduce cortisol cortisol is a stress hormone it destroys the skin it turns the protein in the skin into sugar and it gives you a lot of sagging skin and collagen so of course to do that you walks and try to reduce the stress as much as possible the last factor is this thing called bile bile the stuff in your gallbladder it dissolve the grease and the fats that you eat it extract vitamin A and vitamin E and the other fat side of atamans from the fat that you eat and if you don enough bile consuming vitamin A products just won you have enough bile well here things if you don you have a congested gallbladder let you need some help with the bow if you have a fatty liver chances are you probably don symptoms that would indicate low bile would be burping belching bloating right shoulder pain pain in the upper trap here those are all symptoms gall bladder in liver so one of things I recommend for that situation would be gall bladder formula it doesn have purified bile salts it has enzymes for the pancreas it has enzymes for the stomach it helps the bile be thinned and it helps you extract these fat soluble vitamins from your food and into the skin all right thanks for watching hey before you go definitely sign up for my free keto course I put a link down below it will give you all the basics it quick it it	Success
Natural (Skin Fungus) Tinea Versicolor Home Remedies Â Dr. Berg	https://www.youtube.com/watch?v=9srl2f7yiok	Dr. Eric Berg DC	hey guys I want to do a quick video and give you some tips on a condition called tinea versicolor okay this is a type of fungus that has the capacity to interfere with your pigment okay and so basically this fungus blocks the release of melanin and you have these white spots on the chest or the back it as intense as another condition called vitiligo and I so you can see the difference slightly not as intense but it looks similar but this fungus actually usually grows after an antibiotic taking cortisone cream or maybe you have your diabetic or pause cystic ovarian syndrome or let got pregnant things that can create nutritional deficiencies things that can alter your body certain vitamin deficiencies can set you up for getting this condition but in reality it because the people that get this condition have then an 80% chance of getting in again because they didn the gut the microflora and by the way you have about 400 different types of microbes in your gut you have friendly bacteria you have friendly yeast you even have friendly candida as well as from friendly fungus and when you lose some of those strains you start developing unfriendly fungus that can start growing on the external part of the body so you this condition you really want to start building yourself up and start consuming foods that have high levels of good bacteria like sauerkraut fermented vegetables and maybe a good probiotic okay so here can apply oregano oil tea tree oil thyme grapefruit seed oil are all really good for funguses you can use one or more of these and what you do is you would put about four drops in about a tablespoon of coconut oil mix it up real good and rub it on the skin okay and I would recommend doing this before bed so in other words the application on your skin is sitting there all night long it has a chance to really work and then don forget to start working on building up your friendly microbes your flora in your gut because that ultimately is going to make it so you don for watching hey thank you so much for watching keep spreading the word and share this video	Success
Home Remedies for Bacterial Vaginosis Treatment - Dr. Berg	https://www.youtube.com/watch?v=VOJnT-bfG4w	Dr. Eric Berg DC	hi guys recently had a question on what to do for vaginosis okay so I four best home remedies for that this condition is an overgrowth of microbes it happens is you want to address it from the inside out so you want to consume these things right here number one kefir which is a fermented drink make sure it get the flavored one or the vanilla or the sweetened we want the sugars as low as possible and I definitely don recommend consuming any milk that pasteurized that also fermented vegetables are really really good sauerkraut pickles kimchi awesome okay apple cider vinegar believe it or not is also good to take in some water with your meal the probiotic that you want would be called lactobacillus brevis that byproduct hydrogen peroxide which actually kills this kills off the unfriendly microbes so do that oregano oil and grapefruit seed oil is also good to take for really stubborn strains if you keep getting this over and over again take it orally and what will happen you friendly microbes and kill off the bad microbes alright thanks for watching hey if you underlying cause of your body issues click the link below and take the evaluation quince	Success
The Cause of Heart Palpitations Â Dr. Berg on Insulin Resistance & Electrolytes Deficiency	https://www.youtube.com/watch?v=7CIOc-GVnt4	Dr. Eric Berg DC	so wanted to do a video in palpitations it there and all of a sudden the heart skips or they get this sudden extra pounding of the heart or elevated heart rate and they with my heart it can be pretty scary but palpitations are a problem with the rhythm of the heart and what controls the rhythm are electrolytes okay that would be like potassium magnesium sodium and calcium so palpitations really are a deficiency of these electrolytes so either you vegetables for example to get your electrolytes or you these electrolytes and there two reasons for that one is you have insulin resistance now again you videos the key to open up the cellular door it purposes of insulin is to help you absorb minerals into the cell insulin resistance is a situation where it doesn door so you become deficient in these minerals so insulin resistance is a common cause for heart palpitations because you electrolytes so even one of the symptoms of diabetes is palpitations simply because of the insulin resistance and the blocking of absorption of these electrolytes now one more cause and that would be low stomach acids because it takes certain acids to absorb the minerals and that why if you even look up in Merck manual for example one of the medical books of one of the side effects from people with acid reflux and GERD is palpitations why because you don the pH the acidity to absorb these electrolytes which control the rhythm alright thanks for watching hey if you underlying cause of your body issues click the link below and take the evaluation quiz	Success
